hex_id,value
8744ce429ffffff,64728
8744c104affffff,60032
8744c2226ffffff,62694
8744ccb81ffffff,63384
8744ccb8cffffff,63384
8744ccb9affffff,63384
8744cc14dffffff,63384
8744eb4a4ffffff,52420
8744eb599ffffff,52420
8744c3680ffffff,70942
8744c1193ffffff,49481
8744eb395ffffff,44898
8744c1ba4ffffff,111641
8744ebaf2ffffff,51341
8744c1576ffffff,76413
8744c34e8ffffff,44898
8744c34d8ffffff,44898
8744eb2e0ffffff,68571
8744dc8a4ffffff,80310
8744ce501ffffff,87500
8744c2ae3ffffff,87500
8744ce552ffffff,75000
8744cd132ffffff,62500
8744c2356ffffff,70290
8744eb60cffffff,37007
8744e9491ffffff,26813
8744c2646ffffff,40292
8744c0214ffffff,64045
8744cdc8effffff,41547
8744ea258ffffff,63689
8744c224cffffff,75000
8744c1b0bffffff,36082
8744cc16dffffff,85959
8744cc4a9ffffff,45725
8744ddc0dffffff,34523
8744c36f6ffffff,57814
8744cc736ffffff,44898
8744c3796ffffff,44898
8744dcb6effffff,44898
87264934bffffff,44898
8744c1783ffffff,81565
8744c3029ffffff,60550
8744c3060ffffff,60550
8744c3070ffffff,60550
8744cc0e6ffffff,38639
8744cc88dffffff,63907
8744dc202ffffff,50000
8744dd8adffffff,40752
8744c3834ffffff,100000
8744e9493ffffff,27488
8744eb8c8ffffff,45214
8744cc313ffffff,64895
8744cc36effffff,51816
8744cc36affffff,59496
8744c302cffffff,50000
8744ceb90ffffff,67053
8744c3acbffffff,36000
8744cca73ffffff,44576
8744c238cffffff,44576
8744dca68ffffff,50000
8744dc20dffffff,50000
8744c1c0affffff,74322
8744c106effffff,50974
8744cec68ffffff,81990
8744ebd5bffffff,55769
8744ebc76ffffff,55769
8744eba74ffffff,76484
8744ce50bffffff,30999
8744c0209ffffff,30999
8744c36ddffffff,55250
8744c3b99ffffff,45276
8744cc881ffffff,55842
8744ea4cbffffff,51898
8744eb769ffffff,47761
8744ceb6bffffff,35000
8744eb70bffffff,60550
8744eab0bffffff,45195
8744cccecffffff,78081
8744c2235ffffff,70761
8744eb063ffffff,75000
8744c3705ffffff,50000
8744eb164ffffff,50000
8744ccb21ffffff,55908
8744cead9ffffff,55908
8744ea493ffffff,69292
8744cdcc2ffffff,64286
8744ebb81ffffff,56678
8744eb6d9ffffff,45419
8744cd912ffffff,45276
8744c36d5ffffff,50000
8744c3510ffffff,50000
8744c0740ffffff,50000
8744ea75cffffff,108182
8744eaa0bffffff,40815
8744eb422ffffff,70898
8744c1529ffffff,58582
8744ea049ffffff,56748
8744dd040ffffff,67288
8744c114bffffff,39489
8744eba71ffffff,48164
8744eba24ffffff,31142
8744c398affffff,39054
8744cc354ffffff,42150
8744dc255ffffff,60675
8744c3b9affffff,56074
8744dca46ffffff,50000
8744dc9a2ffffff,45540
8744cdca9ffffff,58889
8744cdc9dffffff,56888
8744c100affffff,18391
8744ea303ffffff,44898
8744ea421ffffff,85357
8744c3a96ffffff,77337
8744c1aaeffffff,58540
8744ccc1dffffff,61598
8744c1984ffffff,69526
8744cc253ffffff,43832
8744c1aa1ffffff,54806
8744eb2c1ffffff,52078
8744dc886ffffff,89927
8744e82c8ffffff,59077
8744ce020ffffff,45579
8744c1181ffffff,75922
8744c3342ffffff,37489
8744c8dabffffff,52240
8744c1c98ffffff,50000
8744c2074ffffff,50000
8744ce96dffffff,150000
8744cca55ffffff,37500
8744cdd08ffffff,56250
8744c3224ffffff,75000
8744c368cffffff,75000
8744ce85bffffff,75000
8744ce8e3ffffff,75000
8744dd91cffffff,75000
8744dd92bffffff,75000
8744ceb05ffffff,75000
8744ce50effffff,75000
8744ceb12ffffff,75000
8744ceba3ffffff,75000
8744dd826ffffff,75000
8744cec92ffffff,75000
8744dd90affffff,75000
8744c3ba3ffffff,75000
8744c3196ffffff,75000
8744c225cffffff,75000
8744c14f4ffffff,75000
8744c1414ffffff,75000
8744c3872ffffff,75000
8744cc842ffffff,75000
8744cc859ffffff,75000
8744cc070ffffff,75000
8744c235bffffff,75000
8744eacd5ffffff,75000
8744ea0f1ffffff,75000
8744ea153ffffff,75000
8744cc368ffffff,75000
8744cdc44ffffff,75000
8744cdc45ffffff,75000
8744ce319ffffff,75000
8744eba86ffffff,75000
8744eb046ffffff,76457
8744eb6c0ffffff,45419
8744c14cbffffff,72140
8744ddce9ffffff,82035
8744ea2a1ffffff,58251
8744c225affffff,86338
8744ea366ffffff,64437
8744cc829ffffff,60000
8744c3666ffffff,41368
8744eb610ffffff,38654
8744ebc01ffffff,45511
8744c232bffffff,69643
8744dd9a6ffffff,41547
8744c22c5ffffff,61600
8744cdd89ffffff,56362
8744c35b6ffffff,86306
8744c3addffffff,69671
8744c20d2ffffff,50624
8744c1201ffffff,85528
8744c1183ffffff,62923
8744ea8caffffff,64650
8744c1635ffffff,78323
8744dc31affffff,60464
8744c36a1ffffff,49041
8744c1d29ffffff,60354
8744cc005ffffff,70416
8744cd91effffff,41302
8744ce4a4ffffff,41213
8744c3910ffffff,60413
8744c3980ffffff,60413
8744e82c0ffffff,114341
8744cdce6ffffff,53198
8744c2286ffffff,58052
8744ced90ffffff,26358
8744eb98affffff,56489
8744ebb14ffffff,45195
8744ea006ffffff,59862
8744c2340ffffff,48429
8744cd5a5ffffff,38913
8744c225bffffff,75792
8744dcad9ffffff,41261
8744c2671ffffff,54085
8744eb420ffffff,67209
8744ce4b0ffffff,41302
8744ddb5affffff,41302
8744dc9a6ffffff,61394
8744c1a04ffffff,56677
8744cc94cffffff,56584
8744cd91cffffff,41420
8744cec44ffffff,60207
8744c1644ffffff,86091
8744eb095ffffff,18873
8744ea622ffffff,66338
8744dcaabffffff,43979
8744dc2daffffff,45361
8744dd91affffff,59824
8744ea25bffffff,60464
8744eb6ceffffff,41547
8744dca9bffffff,58759
8744dd8d1ffffff,51768
8744eab24ffffff,78351
8744ea0e5ffffff,58394
8744c33b5ffffff,60354
8744ccacbffffff,60354
8744cc35effffff,60354
8744eb44cffffff,41420
8744cca0affffff,37784
8744eb2f0ffffff,37784
8744eb2f4ffffff,37784
8744c160cffffff,103008
8744ea16cffffff,56678
8744dd9b3ffffff,29688
8744cc666ffffff,76206
8744c276bffffff,36811
8744c3acaffffff,56716
8744c180cffffff,83926
8744ddd52ffffff,48850
8744dcb6cffffff,56740
8744cc82bffffff,60354
8744ea048ffffff,57536
8744ea06affffff,57536
8744c170affffff,88493
8744c1643ffffff,70858
8744ea11effffff,60000
8744cdc54ffffff,47304
8744c2629ffffff,41765
8744c1a91ffffff,76065
8744dc21cffffff,56777
8744dd522ffffff,64435
8744cc3a6ffffff,37860
8744ce4eaffffff,37860
8744cdc64ffffff,57609
8744c1a30ffffff,50569
8744c1aabffffff,40290
8744cc00affffff,34628
8744eb6e9ffffff,56826
8744cd81effffff,57640
8744c2328ffffff,70213
8744c224effffff,76060
8744dcaa6ffffff,37916
8744c1c83ffffff,37916
8744eacc2ffffff,70263
8744dd922ffffff,24496
8744c230dffffff,68889
8744e94b3ffffff,30213
8744c3b9cffffff,44186
8744dd89affffff,73006
8744ebc05ffffff,35000
8744c3812ffffff,37958
8744c38a6ffffff,37958
8744eb525ffffff,37958
8744cc3acffffff,64728
8744ea396ffffff,60675
8744cc109ffffff,42085
8744cdcf4ffffff,58842
8744c1a0effffff,99143
8744eb56bffffff,37975
8744c3968ffffff,100000
8744c3869ffffff,100000
8744c1cdcffffff,100000
87264922cffffff,100000
8744eb1b0ffffff,23679
8744ccb92ffffff,89420
8744c1b1dffffff,66021
8744c2a5cffffff,38017
8744dc82bffffff,57028
8744ce6a2ffffff,57028
8744ea009ffffff,46263
8744ce433ffffff,68811
8744c1b99ffffff,74249
8744cc16affffff,88816
8744cc31effffff,60550
8744e8752ffffff,46199
8744c36f1ffffff,46142
8744ddc0cffffff,39170
8744c8d1affffff,51111
8744eba2cffffff,70659
8744ea0b1ffffff,60354
8744c391effffff,120708
8744c332cffffff,60591
8744cdcd3ffffff,64261
8744c34b4ffffff,38073
8744c3530ffffff,42649
8744c36f4ffffff,49211
8744c2059ffffff,59970
8744cc151ffffff,30711
8744eba1affffff,46307
8744eb2aaffffff,57143
8744c374cffffff,41420
8744c3660ffffff,41420
8744ce41affffff,41420
8744c150dffffff,80158
8744c166effffff,50324
8744c1ce1ffffff,75000
8744eb4b6ffffff,46431
8744c1981ffffff,40349
8744c2605ffffff,42819
8744eaaa4ffffff,53124
8744c3a2effffff,78835
8744c89b4ffffff,61422
8744c359bffffff,38132
8744c3113ffffff,53153
8744dd8a8ffffff,55646
8744cdcadffffff,57207
8744c1808ffffff,68034
8744ce49effffff,53091
8744eac49ffffff,62150
8744ea1a4ffffff,62150
8744ea1b4ffffff,62150
8744c361effffff,53329
8744dc306ffffff,70659
8744c2673ffffff,55031
8744dc3abffffff,57237
8744dc3aeffffff,57237
8744c1053ffffff,78314
8744cc10bffffff,46129
8744c3a10ffffff,53165
8744ddd61ffffff,23124
8744c3c4dffffff,60550
8744c311cffffff,60550
8744c36e2ffffff,48127
8744c36cbffffff,43015
8744cec63ffffff,92406
8744ebb01ffffff,65661
8744ea602ffffff,35799
8744c1782ffffff,88836
8744cc6c9ffffff,36357
8744ea184ffffff,55156
8744c276affffff,39895
8744c1091ffffff,69851
8744c3a08ffffff,53811
8744c1ca2ffffff,52435
8744c2382ffffff,50399
